age,job,education,housing,loan,output,marital
40,self-employed,university.degree,no,no,no,married
28,technician,professional.course,no,no,no,single
57,blue-collar,basic.4y,no,no,no,married
37,admin.,university.degree,no,no,yes,married
58,housemaid,basic.4y,no,no,no,married
34,technician,professional.course,no,no,no,married
28,technician,university.degree,yes,no,no,single
57,self-employed,university.degree,no,no,no,married
37,services,high.school,yes,yes,no,divorced
37,technician,professional.course,yes,no,no,married
35,admin.,high.school,no,no,no,married
42,services,high.school,no,yes,no,married
30,student,high.school,no,no,yes,single
25,technician,professional.course,yes,no,yes,single
36,admin.,university.degree,no,yes,no,married
49,blue-collar,basic.9y,no,no,no,married
52,admin.,high.school,no,no,no,married
31,self-employed,university.degree,unknown,unknown,no,divorced
26,unemployed,university.degree,yes,no,yes,single
56,admin.,high.school,no,no,no,married
37,entrepreneur,university.degree,yes,no,no,married
32,admin.,university.degree,no,no,no,single
36,blue-collar,basic.9y,yes,no,no,married
36,admin.,high.school,yes,no,no,married
26,blue-collar,basic.9y,no,no,yes,married
48,blue-collar,basic.9y,no,no,no,married
57,blue-collar,basic.4y,yes,no,no,married
45,blue-collar,basic.9y,yes,no,no,married
46,technician,university.degree,yes,no,no,married
38,blue-collar,basic.6y,yes,no,no,married
24,self-employed,university.degree,yes,no,no,single
38,technician,professional.course,yes,no,no,single
60,retired,university.degree,yes,no,no,married
44,services,basic.6y,yes,no,yes,divorced
32,blue-collar,basic.9y,no,no,no,married
38,blue-collar,high.school,no,no,no,married
45,admin.,high.school,no,no,no,married
44,blue-collar,basic.4y,yes,no,no,single
44,blue-collar,basic.6y,yes,no,no,married
31,admin.,university.degree,no,no,no,single
32,blue-collar,basic.6y,no,no,no,married
45,admin.,university.degree,no,no,no,married
40,technician,high.school,yes,no,no,married
45,blue-collar,professional.course,no,no,no,married
44,technician,professional.course,no,no,no,married
43,admin.,high.school,no,no,yes,single
25,student,high.school,no,no,no,single
47,admin.,university.degree,no,no,no,married
39,admin.,high.school,yes,no,no,married
32,technician,university.degree,yes,no,no,married
41,technician,basic.9y,no,no,no,married
58,retired,basic.4y,yes,no,no,married
42,services,professional.course,yes,no,no,married
50,unknown,basic.4y,yes,no,no,married
42,management,university.degree,yes,yes,no,married
53,blue-collar,basic.4y,yes,no,yes,married
54,housemaid,university.degree,yes,yes,yes,divorced
31,admin.,high.school,no,yes,yes,married
50,housemaid,basic.9y,yes,yes,no,married
48,self-employed,high.school,yes,no,no,divorced
30,technician,university.degree,no,yes,no,single
43,technician,professional.course,no,no,no,married
36,blue-collar,basic.9y,no,yes,no,married
37,services,high.school,no,yes,no,married
55,admin.,university.degree,yes,no,no,married
47,management,basic.9y,no,no,no,married
54,technician,professional.course,yes,no,no,married
26,management,university.degree,no,no,no,single
27,admin.,professional.course,yes,no,no,single
32,admin.,university.degree,yes,no,no,single
43,housemaid,basic.4y,yes,no,no,married
26,management,university.degree,no,no,yes,single
32,services,high.school,yes,yes,no,married
32,blue-collar,basic.6y,yes,no,no,married
28,blue-collar,basic.9y,no,yes,no,married
33,self-employed,university.degree,unknown,unknown,no,single
33,technician,professional.course,yes,no,yes,single
42,technician,professional.course,yes,no,no,married
53,services,basic.9y,yes,no,no,married
70,retired,basic.4y,yes,no,no,married
47,management,university.degree,yes,no,no,married
43,blue-collar,high.school,yes,no,no,married
51,blue-collar,basic.4y,yes,no,no,married
34,housemaid,university.degree,yes,no,no,married
57,retired,basic.4y,yes,no,no,unknown
30,admin.,professional.course,unknown,unknown,yes,single
41,technician,university.degree,yes,yes,no,single
36,blue-collar,unknown,yes,yes,no,married
37,admin.,university.degree,yes,no,no,married
28,student,university.degree,yes,no,no,single
31,management,university.degree,yes,no,yes,single
58,retired,basic.4y,no,no,no,married
54,admin.,high.school,yes,no,no,married
48,unemployed,professional.course,no,no,yes,married
50,blue-collar,basic.9y,yes,yes,no,single
38,technician,university.degree,yes,no,no,single
25,student,unknown,no,no,yes,single
37,admin.,high.school,no,no,no,married
31,technician,university.degree,no,yes,no,single
28,admin.,university.degree,no,no,no,single
46,technician,professional.course,yes,no,no,married
31,blue-collar,basic.6y,yes,yes,no,married
31,management,high.school,yes,yes,no,married
30,admin.,university.degree,yes,no,no,single
35,admin.,university.degree,yes,no,no,single
30,technician,university.degree,yes,no,yes,married
36,blue-collar,basic.9y,unknown,unknown,no,married
34,admin.,university.degree,no,no,no,married
32,technician,professional.course,no,yes,no,married
43,management,university.degree,no,no,no,married
57,blue-collar,basic.4y,no,no,no,married
41,unemployed,professional.course,unknown,unknown,no,divorced
34,blue-collar,basic.4y,no,yes,no,married
32,technician,professional.course,no,no,yes,married
33,admin.,professional.course,yes,no,yes,single
46,management,university.degree,yes,no,no,single
80,retired,basic.4y,no,no,yes,married
45,blue-collar,basic.4y,yes,no,no,married
41,blue-collar,basic.6y,yes,yes,no,married
49,admin.,high.school,yes,no,no,married
50,management,high.school,no,yes,no,married
34,entrepreneur,basic.4y,yes,no,no,married
47,management,university.degree,yes,no,no,married
47,services,high.school,no,no,no,married
55,blue-collar,basic.6y,no,no,no,married
46,blue-collar,basic.6y,yes,no,no,married
24,student,high.school,yes,no,no,single
32,blue-collar,basic.4y,yes,no,no,single
31,blue-collar,high.school,no,no,no,married
31,blue-collar,basic.9y,yes,yes,no,married
29,entrepreneur,high.school,yes,no,no,married
48,blue-collar,basic.4y,no,no,no,married
33,admin.,high.school,yes,no,no,married
43,technician,university.degree,no,no,no,married
29,services,high.school,no,no,no,single
47,blue-collar,basic.4y,yes,no,no,married
47,management,university.degree,yes,no,no,married
33,admin.,basic.9y,no,no,no,married
56,entrepreneur,university.degree,yes,no,no,married
33,technician,university.degree,yes,no,no,married
30,blue-collar,basic.4y,yes,yes,no,single
36,management,university.degree,no,no,no,married
50,blue-collar,basic.9y,yes,no,no,married
45,technician,high.school,yes,no,no,married
38,admin.,high.school,yes,no,yes,single
31,unemployed,high.school,no,no,no,single
30,technician,professional.course,yes,yes,no,married
39,services,high.school,yes,no,no,married
37,blue-collar,basic.9y,no,no,no,married
45,management,unknown,yes,no,yes,married
36,blue-collar,basic.9y,no,no,no,single
22,blue-collar,professional.course,yes,no,no,married
33,entrepreneur,university.degree,yes,no,no,married
37,technician,high.school,yes,no,no,single
38,management,university.degree,yes,yes,no,married
53,admin.,high.school,yes,no,no,married
31,technician,university.degree,yes,no,no,married
44,management,university.degree,no,no,yes,married
31,services,high.school,no,no,no,married
43,admin.,university.degree,yes,no,yes,married
30,blue-collar,basic.9y,no,no,no,single
47,housemaid,basic.4y,no,no,no,single
28,blue-collar,basic.4y,yes,no,no,married
33,unemployed,high.school,yes,no,no,married
42,admin.,university.degree,yes,no,yes,married
45,services,high.school,no,no,no,married
32,services,high.school,no,no,no,married
41,management,high.school,no,yes,no,married
50,blue-collar,basic.9y,yes,no,yes,married
42,blue-collar,basic.4y,no,no,no,married
45,blue-collar,basic.4y,yes,yes,no,single
52,entrepreneur,basic.9y,yes,yes,no,married
49,blue-collar,basic.6y,yes,no,yes,married
39,management,unknown,no,no,no,married
20,blue-collar,high.school,yes,no,no,single
36,entrepreneur,university.degree,no,yes,no,married
44,services,high.school,yes,yes,yes,divorced
34,technician,professional.course,yes,no,yes,divorced
67,self-employed,university.degree,yes,no,no,married
42,admin.,university.degree,yes,no,no,married
41,self-employed,university.degree,yes,no,no,single
37,technician,university.degree,yes,no,no,single
35,unknown,basic.4y,no,no,no,single
34,entrepreneur,university.degree,yes,no,no,married
48,management,university.degree,no,no,no,married
46,admin.,high.school,no,no,no,single
57,admin.,high.school,no,no,no,divorced
54,housemaid,basic.4y,yes,no,no,married
34,admin.,basic.9y,yes,no,no,married
29,technician,high.school,no,no,no,single
38,blue-collar,basic.9y,yes,no,no,married
27,student,high.school,yes,no,no,single
42,blue-collar,basic.6y,yes,no,no,married
35,technician,professional.course,yes,no,no,divorced
40,entrepreneur,professional.course,yes,no,no,married
44,admin.,university.degree,yes,no,no,single
33,admin.,university.degree,no,no,no,single
54,blue-collar,basic.9y,yes,yes,no,married
32,technician,high.school,yes,no,no,married
47,admin.,university.degree,yes,no,no,single
40,admin.,high.school,yes,no,no,single
30,admin.,university.degree,yes,yes,yes,married
28,technician,professional.course,yes,no,no,single
40,entrepreneur,basic.4y,yes,yes,no,married
39,blue-collar,basic.4y,yes,no,no,married
27,technician,high.school,yes,no,yes,single
51,housemaid,basic.4y,no,no,no,married
39,admin.,professional.course,yes,yes,no,divorced
46,admin.,university.degree,yes,no,no,married
49,unemployed,high.school,no,no,no,married
47,admin.,university.degree,yes,no,no,married
32,admin.,university.degree,no,no,no,divorced
35,entrepreneur,high.school,yes,no,no,married
27,admin.,high.school,yes,yes,no,single
42,blue-collar,basic.9y,no,no,no,married
35,technician,university.degree,no,no,no,married
37,technician,university.degree,no,no,no,single
48,blue-collar,basic.4y,no,yes,no,married
29,unemployed,university.degree,no,no,no,single
50,management,university.degree,yes,yes,no,married
30,blue-collar,university.degree,no,no,no,single
58,self-employed,university.degree,yes,no,no,divorced
52,blue-collar,basic.9y,no,yes,no,married
32,entrepreneur,university.degree,yes,yes,no,married
55,retired,basic.6y,yes,yes,no,married
49,technician,professional.course,yes,no,no,married
35,admin.,university.degree,no,no,no,single
41,blue-collar,basic.6y,yes,no,no,divorced
44,blue-collar,basic.6y,no,yes,no,married
35,technician,professional.course,no,no,no,married
44,admin.,university.degree,no,no,no,married
27,technician,basic.9y,yes,no,no,single
35,self-employed,university.degree,yes,no,yes,married
33,admin.,university.degree,yes,no,no,single
35,admin.,high.school,yes,no,no,married
32,management,university.degree,no,no,no,single
39,entrepreneur,university.degree,yes,no,no,single
53,blue-collar,high.school,yes,yes,no,married
26,admin.,high.school,no,no,no,single
25,self-employed,university.degree,no,no,no,single
39,blue-collar,basic.9y,no,no,no,married
33,admin.,university.degree,yes,yes,no,married
63,management,basic.4y,yes,no,yes,married
59,retired,basic.4y,no,yes,no,married
52,self-employed,professional.course,no,yes,no,single
25,blue-collar,basic.9y,yes,yes,no,single
29,blue-collar,basic.9y,no,no,no,married
48,entrepreneur,basic.9y,no,no,no,married
35,admin.,university.degree,yes,no,no,married
39,technician,professional.course,yes,no,no,married
31,admin.,university.degree,no,no,no,single
28,blue-collar,professional.course,yes,no,no,single
40,self-employed,high.school,no,no,no,married
39,admin.,university.degree,no,no,no,married
41,blue-collar,basic.4y,yes,no,no,married
39,housemaid,professional.course,yes,no,no,married
30,self-employed,professional.course,yes,no,no,married
40,management,basic.9y,yes,yes,no,married
32,technician,professional.course,yes,yes,no,married
37,admin.,university.degree,yes,yes,no,divorced
52,admin.,university.degree,no,no,yes,married
28,student,basic.9y,yes,no,yes,single
43,blue-collar,high.school,yes,no,no,married
31,admin.,university.degree,yes,no,no,single
45,housemaid,university.degree,no,no,no,divorced
47,blue-collar,basic.4y,yes,no,no,divorced
58,admin.,university.degree,yes,no,no,divorced
33,technician,high.school,yes,no,no,single
28,blue-collar,university.degree,no,no,no,single
47,admin.,university.degree,no,no,no,married
38,blue-collar,high.school,no,no,yes,single
60,management,university.degree,yes,no,no,married
28,admin.,university.degree,yes,no,no,single
33,self-employed,university.degree,yes,no,yes,single
41,entrepreneur,basic.9y,yes,yes,no,divorced
33,student,unknown,yes,yes,no,single
41,management,high.school,yes,no,no,married
30,student,unknown,yes,no,no,single
54,self-employed,high.school,no,no,no,divorced
46,technician,professional.course,no,no,no,single
32,blue-collar,high.school,no,no,no,married
42,technician,university.degree,yes,no,no,single
29,admin.,university.degree,no,no,no,single
41,blue-collar,unknown,no,no,no,married
24,blue-collar,basic.6y,no,no,no,single
44,technician,unknown,no,no,no,divorced
58,retired,basic.4y,yes,no,no,married
31,admin.,high.school,no,yes,no,married
34,services,basic.9y,no,no,no,single
44,admin.,high.school,yes,no,no,married
59,blue-collar,basic.4y,no,no,no,married
34,technician,university.degree,no,no,no,single
48,management,university.degree,yes,no,no,married
47,admin.,university.degree,no,no,no,single
54,housemaid,basic.4y,no,no,no,married
44,blue-collar,high.school,yes,no,no,married
31,management,university.degree,yes,no,no,single
34,blue-collar,professional.course,yes,no,no,married
29,technician,basic.9y,unknown,unknown,no,single
38,technician,university.degree,yes,yes,no,single
56,admin.,unknown,yes,no,no,married
26,technician,professional.course,yes,no,no,single
31,technician,high.school,no,no,no,divorced
31,admin.,university.degree,yes,no,no,single
57,blue-collar,basic.4y,no,no,no,married
36,blue-collar,basic.9y,no,yes,no,married
43,unemployed,university.degree,unknown,unknown,no,married
46,self-employed,basic.9y,yes,yes,no,married
24,student,unknown,yes,no,no,single
37,blue-collar,professional.course,no,no,no,single
33,technician,professional.course,yes,no,no,married
41,technician,high.school,yes,no,no,single
53,housemaid,basic.4y,no,no,no,married
51,admin.,high.school,yes,no,no,divorced
36,housemaid,university.degree,no,no,no,divorced
47,admin.,university.degree,yes,no,no,married
44,technician,professional.course,yes,no,no,divorced
45,services,professional.course,yes,yes,no,married
38,blue-collar,high.school,no,no,no,married
36,technician,professional.course,no,no,no,single
30,blue-collar,professional.course,yes,no,no,single
55,management,university.degree,no,no,no,married
45,blue-collar,basic.9y,yes,no,no,married
58,retired,university.degree,yes,no,yes,divorced
33,management,university.degree,no,yes,no,single
36,admin.,university.degree,yes,no,no,single
33,self-employed,high.school,yes,yes,no,single
44,services,high.school,yes,yes,no,divorced
30,services,high.school,yes,no,yes,single
25,student,high.school,no,no,yes,single
56,unknown,basic.4y,yes,no,no,married
31,management,university.degree,no,no,no,married
32,services,high.school,yes,yes,no,married
31,blue-collar,basic.4y,no,yes,no,single
36,technician,professional.course,yes,no,no,single
41,housemaid,high.school,yes,no,yes,married
55,blue-collar,basic.9y,yes,no,no,married
57,management,university.degree,no,no,no,divorced
34,services,high.school,yes,no,no,married
30,management,high.school,yes,no,no,married
40,technician,university.degree,no,no,no,married
41,unemployed,basic.9y,yes,no,no,married
53,blue-collar,basic.9y,unknown,unknown,yes,single
35,blue-collar,basic.9y,no,no,no,married
59,entrepreneur,university.degree,no,no,no,married
41,self-employed,basic.9y,yes,no,no,married
35,technician,professional.course,yes,yes,no,married
41,admin.,high.school,no,no,no,divorced
32,admin.,university.degree,yes,no,no,single
46,services,basic.9y,unknown,unknown,no,divorced
60,self-employed,basic.9y,no,no,no,married
34,admin.,university.degree,no,no,yes,married
48,admin.,high.school,no,no,no,married
50,management,university.degree,yes,no,no,married
43,admin.,high.school,no,no,yes,married
46,services,basic.9y,no,no,no,divorced
50,entrepreneur,university.degree,no,no,no,married
30,technician,university.degree,yes,no,no,single
44,blue-collar,basic.9y,yes,no,no,married
37,management,unknown,no,no,yes,married
23,services,high.school,unknown,unknown,no,single
32,admin.,university.degree,yes,no,yes,married
36,technician,professional.course,yes,no,no,married
40,services,basic.6y,no,no,no,married
53,admin.,university.degree,yes,yes,no,divorced
53,housemaid,basic.6y,unknown,unknown,no,married
34,blue-collar,basic.4y,yes,yes,no,married
34,technician,professional.course,no,no,no,divorced
41,self-employed,basic.9y,yes,no,yes,married
48,blue-collar,basic.4y,no,no,no,married
47,blue-collar,basic.4y,no,no,no,married
39,services,high.school,no,no,no,married
50,technician,basic.9y,yes,no,no,married
38,technician,basic.6y,yes,no,no,single
37,admin.,university.degree,yes,no,no,single
29,services,basic.9y,yes,no,no,single
24,entrepreneur,high.school,yes,no,no,single
46,management,university.degree,no,no,no,married
35,admin.,university.degree,no,yes,no,single
32,admin.,university.degree,unknown,unknown,no,single
33,admin.,university.degree,yes,no,no,single
58,retired,professional.course,no,no,no,married
36,blue-collar,basic.4y,yes,no,no,married
41,technician,university.degree,yes,no,no,married
33,technician,professional.course,yes,no,no,single
29,admin.,university.degree,no,yes,no,married
51,technician,university.degree,no,no,yes,single
52,management,university.degree,no,no,yes,married
44,blue-collar,basic.9y,no,no,no,married
42,admin.,high.school,no,yes,no,married
43,admin.,university.degree,no,no,no,married
32,services,high.school,no,no,no,married
32,blue-collar,basic.4y,no,no,no,married
38,services,basic.4y,no,yes,no,married
32,technician,university.degree,yes,no,no,married
31,technician,professional.course,no,no,no,married
37,blue-collar,basic.9y,yes,yes,no,married
43,blue-collar,basic.9y,yes,no,no,married
30,technician,university.degree,no,no,no,married
34,blue-collar,basic.9y,yes,no,no,married
36,management,unknown,no,no,no,married
29,admin.,university.degree,yes,no,no,single
52,admin.,university.degree,yes,yes,no,divorced
54,retired,basic.4y,no,no,no,divorced
31,services,professional.course,no,no,no,married
37,blue-collar,basic.6y,yes,no,no,married
40,technician,university.degree,no,no,no,single
43,technician,professional.course,no,no,no,married
35,technician,professional.course,no,no,no,divorced
37,admin.,high.school,yes,no,no,single
35,services,basic.6y,no,no,no,married
53,admin.,professional.course,yes,yes,no,married
55,blue-collar,basic.4y,no,no,no,married
40,unemployed,professional.course,no,yes,yes,married
28,blue-collar,high.school,yes,no,no,single
39,blue-collar,basic.4y,no,yes,no,single
41,blue-collar,basic.9y,no,no,no,married
46,blue-collar,basic.6y,yes,no,no,married
52,self-employed,university.degree,no,no,no,married
44,admin.,high.school,no,yes,no,single
31,unemployed,high.school,no,no,no,married
31,blue-collar,basic.9y,no,no,no,married
31,admin.,university.degree,no,no,no,married
35,services,high.school,yes,no,no,married
58,blue-collar,basic.4y,yes,no,no,married
38,technician,professional.course,yes,no,yes,married
51,admin.,basic.4y,no,no,no,married
36,technician,professional.course,no,no,no,married
47,blue-collar,high.school,yes,no,no,married
49,admin.,high.school,no,no,no,single
39,housemaid,basic.4y,yes,yes,no,married
33,admin.,university.degree,yes,no,no,single
66,retired,professional.course,no,yes,yes,married
36,technician,professional.course,yes,no,no,married
46,blue-collar,basic.9y,no,no,no,divorced
44,services,professional.course,yes,no,no,married
50,technician,professional.course,yes,yes,yes,married
32,services,professional.course,yes,no,no,married
52,housemaid,basic.6y,yes,no,no,married
26,blue-collar,high.school,no,no,no,single
30,admin.,university.degree,no,no,no,single
34,technician,professional.course,yes,no,no,divorced
30,management,university.degree,yes,yes,no,married
56,retired,basic.4y,no,no,no,married
33,blue-collar,basic.9y,yes,no,no,married
31,blue-collar,basic.6y,yes,no,no,divorced
47,admin.,unknown,yes,no,no,single
46,services,professional.course,no,no,no,married
54,technician,basic.4y,no,no,no,married
30,technician,university.degree,no,no,no,single
40,self-employed,unknown,no,no,no,married
45,services,high.school,yes,no,no,married
45,unemployed,basic.4y,yes,yes,no,married
55,retired,high.school,yes,no,no,married
30,admin.,university.degree,no,no,no,married
82,housemaid,basic.4y,no,no,yes,divorced
55,unknown,basic.4y,yes,no,yes,married
39,entrepreneur,basic.9y,no,no,no,married
46,technician,basic.9y,yes,no,no,married
33,blue-collar,basic.4y,no,no,no,single
39,admin.,unknown,no,no,no,single
37,blue-collar,basic.4y,yes,no,no,married
28,technician,professional.course,yes,no,yes,single
41,technician,university.degree,yes,yes,no,divorced
39,admin.,university.degree,no,no,no,married
27,blue-collar,basic.4y,yes,no,no,married
39,housemaid,basic.9y,yes,yes,no,married
46,technician,professional.course,yes,no,no,married
38,technician,professional.course,no,no,no,married
54,technician,high.school,yes,no,no,single
25,admin.,basic.9y,no,no,no,single
37,admin.,university.degree,no,yes,yes,married
28,self-employed,basic.9y,no,no,no,single
53,blue-collar,basic.4y,yes,no,no,married
58,blue-collar,basic.4y,yes,no,no,married
31,admin.,high.school,no,no,no,single
42,services,high.school,yes,no,no,married
37,blue-collar,professional.course,yes,no,no,married
37,self-employed,university.degree,no,no,no,divorced
24,blue-collar,basic.9y,yes,no,no,single
33,technician,professional.course,yes,no,no,married
59,technician,professional.course,yes,no,no,married
60,retired,basic.4y,no,no,no,married
31,admin.,university.degree,no,no,no,married
38,technician,professional.course,no,no,no,married
35,unknown,high.school,yes,no,no,single
26,admin.,university.degree,no,no,yes,single
52,retired,university.degree,no,no,no,married
35,blue-collar,basic.9y,no,yes,no,married
42,admin.,university.degree,no,no,no,divorced
46,unemployed,basic.9y,yes,no,no,divorced
40,technician,professional.course,no,no,no,married
58,admin.,university.degree,no,no,no,married
52,blue-collar,basic.4y,yes,no,no,married
30,admin.,university.degree,no,yes,no,divorced
44,blue-collar,basic.9y,no,no,no,married
53,services,high.school,yes,no,no,married
30,management,university.degree,no,no,no,single
43,blue-collar,basic.6y,no,no,no,married
39,services,high.school,yes,no,yes,single
43,management,basic.9y,yes,no,no,married
57,blue-collar,basic.4y,yes,no,no,divorced
37,admin.,university.degree,no,no,yes,single
32,technician,university.degree,no,no,no,married
40,admin.,professional.course,yes,no,no,single
41,blue-collar,unknown,no,no,no,single
46,technician,university.degree,no,no,no,divorced
33,services,high.school,yes,no,no,single
49,management,university.degree,no,no,no,divorced
52,management,high.school,no,no,yes,married
31,admin.,university.degree,yes,no,no,single
32,blue-collar,basic.9y,yes,no,no,married
37,admin.,university.degree,no,no,no,single
45,housemaid,basic.4y,no,no,no,married
39,blue-collar,basic.6y,yes,yes,no,divorced
28,blue-collar,basic.9y,no,no,no,single
45,blue-collar,basic.4y,yes,no,no,divorced
33,admin.,university.degree,yes,no,no,married
37,technician,professional.course,yes,no,no,married
34,entrepreneur,university.degree,yes,no,no,single
39,services,basic.9y,yes,no,no,married
31,admin.,university.degree,yes,yes,no,single
41,management,high.school,yes,no,no,married
55,admin.,high.school,no,no,no,married
49,blue-collar,basic.9y,no,no,no,married
36,admin.,university.degree,yes,no,no,divorced
26,admin.,high.school,no,no,no,married
46,admin.,university.degree,no,no,no,married
38,management,university.degree,yes,no,no,divorced
40,blue-collar,basic.9y,yes,no,no,married
38,admin.,university.degree,yes,no,no,married
49,housemaid,professional.course,yes,no,no,married
51,technician,professional.course,yes,yes,no,married
41,services,basic.9y,yes,no,no,divorced
42,blue-collar,basic.9y,yes,no,no,married
32,services,high.school,no,no,no,married
37,technician,professional.course,unknown,unknown,no,single
46,services,high.school,yes,no,no,married
33,technician,professional.course,no,no,no,divorced
68,retired,professional.course,yes,no,yes,divorced
41,blue-collar,basic.9y,yes,no,no,married
32,admin.,university.degree,yes,no,no,single
29,admin.,university.degree,no,no,no,single
36,admin.,university.degree,yes,no,yes,married
37,admin.,university.degree,yes,no,no,single
57,technician,high.school,no,no,yes,married
40,blue-collar,basic.6y,no,no,no,single
36,admin.,university.degree,no,no,no,married
33,unemployed,professional.course,yes,no,no,divorced
53,management,university.degree,yes,yes,no,married
56,management,university.degree,yes,no,no,married
33,management,professional.course,no,no,yes,married
48,admin.,basic.9y,no,no,yes,divorced
38,self-employed,university.degree,no,no,no,married
22,student,high.school,no,no,no,single
50,admin.,university.degree,yes,no,no,divorced
58,retired,professional.course,no,no,no,married
56,retired,professional.course,yes,no,no,married
53,self-employed,university.degree,no,no,no,divorced
41,admin.,university.degree,yes,no,no,married
80,retired,basic.4y,no,yes,no,divorced
50,management,university.degree,yes,no,no,married
33,services,high.school,yes,no,no,single
29,technician,university.degree,no,yes,no,single
45,self-employed,basic.9y,yes,no,no,single
22,blue-collar,basic.6y,unknown,unknown,no,single
34,admin.,university.degree,yes,no,no,divorced
35,admin.,university.degree,yes,no,no,married
46,admin.,high.school,no,no,no,single
47,blue-collar,unknown,yes,no,no,married
33,admin.,high.school,yes,no,no,single
51,admin.,university.degree,no,no,no,married
38,blue-collar,unknown,yes,no,no,single
58,admin.,high.school,no,no,no,married
49,admin.,university.degree,no,no,no,married
45,housemaid,basic.9y,yes,no,no,single
42,management,high.school,no,no,no,married
31,technician,high.school,yes,yes,no,married
45,blue-collar,basic.9y,no,yes,no,married
24,student,professional.course,no,no,no,single
37,services,high.school,yes,no,no,divorced
27,admin.,high.school,no,yes,no,married
48,technician,professional.course,no,yes,no,married
46,admin.,high.school,yes,no,no,married
57,retired,basic.4y,yes,no,no,married
56,technician,basic.4y,yes,no,no,married
33,self-employed,professional.course,yes,no,no,single
42,blue-collar,basic.9y,yes,yes,no,married
53,entrepreneur,basic.4y,yes,no,no,married
54,blue-collar,basic.9y,no,no,yes,married
28,technician,high.school,yes,no,no,single
38,technician,high.school,no,no,no,married
45,technician,basic.9y,no,no,no,married
30,technician,university.degree,no,no,yes,single
55,technician,professional.course,yes,no,no,married
45,technician,professional.course,no,no,no,married
25,admin.,high.school,yes,no,no,single
54,management,high.school,no,no,no,married
43,blue-collar,basic.4y,yes,no,no,single
28,technician,university.degree,yes,no,yes,single
33,blue-collar,basic.9y,yes,no,no,married
48,admin.,university.degree,no,no,no,divorced
36,technician,high.school,no,no,no,married
38,services,high.school,no,no,yes,single
42,admin.,university.degree,yes,yes,no,divorced
24,admin.,university.degree,yes,no,no,single
33,admin.,university.degree,yes,yes,no,single
34,entrepreneur,basic.4y,no,no,no,married
56,blue-collar,basic.4y,yes,no,no,married
52,technician,university.degree,no,no,yes,married
29,admin.,high.school,yes,no,no,married
54,technician,professional.course,no,no,no,married
43,blue-collar,basic.9y,no,no,no,married
60,retired,high.school,no,no,yes,married
49,admin.,high.school,no,no,no,divorced
51,admin.,university.degree,no,no,no,divorced
34,admin.,university.degree,yes,no,no,married
32,admin.,basic.9y,no,no,no,married
31,services,basic.9y,unknown,unknown,no,single
54,retired,university.degree,no,no,no,divorced
31,admin.,high.school,no,no,no,single
35,services,high.school,yes,no,no,married
44,services,basic.9y,yes,no,no,married
63,retired,professional.course,no,no,no,married
28,technician,university.degree,yes,yes,no,married
56,management,basic.4y,yes,no,no,married
31,services,high.school,yes,no,no,married
33,management,university.degree,no,no,no,married
25,admin.,university.degree,no,no,no,single
44,admin.,university.degree,yes,yes,no,divorced
54,technician,university.degree,yes,no,no,married
32,housemaid,basic.6y,no,no,no,married
54,housemaid,professional.course,yes,no,no,married
32,technician,professional.course,no,no,no,married
46,admin.,high.school,no,no,no,married
57,retired,professional.course,no,no,no,divorced
30,technician,professional.course,no,no,no,single
54,management,university.degree,yes,no,no,married
48,self-employed,university.degree,yes,no,no,married
28,services,high.school,no,no,no,married
37,admin.,university.degree,yes,no,no,married
40,technician,basic.9y,no,no,no,married
28,technician,university.degree,yes,no,no,married
41,blue-collar,basic.9y,no,no,no,married
27,student,high.school,no,no,no,single
45,admin.,professional.course,no,no,no,married
45,management,basic.9y,yes,no,no,married
43,blue-collar,basic.6y,yes,no,no,married
35,housemaid,basic.4y,yes,no,no,married
36,blue-collar,basic.4y,yes,no,no,single
47,blue-collar,basic.6y,yes,no,no,married
57,admin.,university.degree,no,yes,no,married
27,self-employed,university.degree,no,no,no,married
64,retired,unknown,no,no,yes,married
29,management,university.degree,no,no,no,single
45,management,university.degree,no,no,no,married
26,blue-collar,high.school,no,no,no,single
54,services,high.school,yes,no,no,married
29,admin.,basic.9y,yes,no,no,single
39,admin.,high.school,no,no,no,married
46,blue-collar,basic.4y,no,yes,no,married
44,technician,professional.course,no,yes,no,married
36,blue-collar,basic.9y,yes,no,no,married
59,admin.,high.school,yes,no,yes,married
56,technician,university.degree,no,yes,no,married
33,unemployed,high.school,yes,no,no,married
51,technician,professional.course,no,yes,no,divorced
59,blue-collar,basic.4y,yes,no,no,married
31,services,basic.9y,yes,no,yes,married
46,technician,professional.course,no,no,no,married
21,blue-collar,basic.9y,no,yes,no,married
33,technician,professional.course,yes,no,no,single
46,entrepreneur,university.degree,no,no,no,single
24,blue-collar,unknown,no,no,no,single
35,technician,university.degree,no,yes,no,married
32,self-employed,university.degree,yes,no,yes,single
35,services,high.school,yes,no,no,married
32,self-employed,university.degree,yes,no,no,single
34,technician,professional.course,yes,no,no,married
47,blue-collar,basic.6y,yes,no,no,married
60,retired,high.school,no,no,no,divorced
43,services,high.school,no,no,no,divorced
58,technician,basic.4y,yes,no,no,married
31,admin.,university.degree,yes,no,no,single
38,blue-collar,basic.4y,no,no,no,single
35,management,university.degree,no,no,no,married
34,services,basic.9y,yes,no,no,married
31,admin.,high.school,no,no,no,single
30,self-employed,professional.course,yes,no,no,married
49,management,high.school,no,no,no,divorced
41,services,high.school,yes,no,no,married
